station_code,station_name,latitude,longitude,state,zone,is_junction,track_degree,opened_year,established_date,historical_details,daily_footfall,platform_count,peak_crowd_level,bias_correction_flag
CWDA,Chuhriwala Dhanna,30.212075,74.135569,All India,IR,1,4,1997,1997-12-08,Established 1997 under IR Railway network expansion.,4357,2,NORMAL,JUNCTION_HUB
CWN,Charawan,30.501187,74.578082,Punjab,NR,1,4,1872,1872-05-09,Established 1872 under NR Railway network expansion.,3752,1,NORMAL,JUNCTION_HUB
D,Deula,22.214924,88.281483,West Bengal,ER,1,4,1873,1873-09-13,Established 1873 under ER Railway network expansion.,47924,6,HIGH,JUNCTION_HUB
DAC,DAHINSARA JN,22.955607,70.618291,Gujarat,WR,1,4,1895,1895-09-05,Established 1895 under WR Railway network expansion.,16600,4,MODERATE,JUNCTION_HUB
DASF,Dhasa Jn,21.782515,71.517978,All India,IR,1,4,1996,1996-11-07,Established 1996 under IR Railway network expansion.,4346,1,NORMAL,JUNCTION_HUB
DAVC,Jalalabad DAV College,28.145000,76.855000,Punjab,NR,1,4,1871,1871-11-07,Established 1871 under NR Railway network expansion.,4346,1,NORMAL,JUNCTION_HUB
DBF,Dabpal,18.927980,81.488923,Chhattisgarh,?,1,4,1974,1974-01-09,Established 1974 under ? Railway network expansion.,53772,4,HIGH,JUNCTION_HUB
DBK,Darbari,27.965527,73.100532,All India,IR,1,4,1979,1979-06-14,Established 1979 under IR Railway network expansion.,3499,2,NORMAL,JUNCTION_HUB
DBT,Dakshin Barasat,22.226102,88.452286,West Bengal,ER,1,4,1913,1913-03-23,Established 1913 under ER Railway network expansion.,3598,1,NORMAL,JUNCTION_HUB
DBZ,Dhing Bazar,26.455873,92.481039,Assam,NFR,1,4,1939,1939-09-01,Established 1939 under NFR Railway network expansion.,3664,1,NORMAL,JUNCTION_HUB
DDNA,Dudhaunda,25.573305,83.084478,Uttar Pradesh,NER,1,4,1934,1934-04-28,Established 1934 under NER Railway network expansion.,4269,2,NORMAL,JUNCTION_HUB
DEIT,Dehit,25.300469,75.850153,All India,IR,1,4,2004,2004-07-15,Established 2004 under IR Railway network expansion.,4434,1,NORMAL,JUNCTION_HUB
DEPI,Deenapatti,25.894980,86.937159,All India,IR,1,4,2000,2000-03-11,Established 2000 under IR Railway network expansion.,18670,4,MODERATE,JUNCTION_HUB
DEWA,Dewa,22.705000,73.935000,Gujarat,WR,1,4,1874,1874-02-10,Established 1874 under WR Railway network expansion.,57427,5,HIGH,JUNCTION_HUB
DGPI,Durgapuri,25.865541,76.809686,All India,IR,1,4,2002,2002-05-13,Established 2002 under IR Railway network expansion.,4412,1,NORMAL,JUNCTION_HUB
DGX,Dagaon,26.444446,92.613689,Assam,NFR,1,4,1942,1942-12-04,Established 1942 under NFR Railway network expansion.,3697,2,NORMAL,JUNCTION_HUB
DGY,Dighori Buzurg,21.107513,79.230454,All India,IR,1,4,1998,1998-01-05,Established 1998 under IR Railway network expansion.,3708,1,NORMAL,JUNCTION_HUB
DHOA,Dhaulpur,26.697202,77.905659,All India,IR,1,4,1994,1994-09-05,Established 1994 under IR Railway network expansion.,4324,1,NORMAL,JUNCTION_HUB
DHWN,Dhaniyawan,25.421986,85.287469,All India,IR,1,4,1955,1955-06-26,Established 1955 under IR Railway network expansion.,19015,4,MODERATE,JUNCTION_HUB
DHWS,DHOSAWAS,23.383691,75.051031,All India,IR,1,4,1960,1960-11-03,Established 1960 under IR Railway network expansion.,19130,3,MODERATE,JUNCTION_HUB
DIE,Demai,23.159049,73.210181,All India,IR,1,4,1980,1980-07-15,Established 1980 under IR Railway network expansion.,16830,2,MODERATE,JUNCTION_HUB
DIU,Dhing,26.453101,92.450865,Assam,NFR,1,4,1941,1941-11-03,Established 1941 under NFR Railway network expansion.,3686,1,NORMAL,JUNCTION_HUB
DIWR,DIWR,22.070000,78.575000,All India,IR,1,4,1960,1960-11-03,Established 1960 under IR Railway network expansion.,19130,3,MODERATE,JUNCTION_HUB
DJHR,Deojhar,22.080717,85.476993,All India,IR,1,4,2006,2006-09-17,Established 2006 under IR Railway network expansion.,4456,1,NORMAL,JUNCTION_HUB
DJRZ,To Darjeeling,26.852135,88.333230,West Bengal,NFR,1,4,1909,1909-03-07,Established 1909 under NFR Railway network expansion.,4654,1,NORMAL,JUNCTION_HUB
DKDP,Dakshin Durgapur,22.308871,88.399338,West Bengal,ER,1,4,1876,1876-04-12,Established 1876 under ER Railway network expansion.,4401,2,NORMAL,JUNCTION_HUB
DKJB,Dornakal Bye Pass,17.429210,80.157907,All India,IR,1,4,1993,1993-08-04,Established 1993 under IR Railway network expansion.,4313,2,NORMAL,JUNCTION_HUB
DKJC,DKJC,21.410000,78.260000,All India,IR,1,4,1994,1994-09-05,Established 1994 under IR Railway network expansion.,4324,1,NORMAL,JUNCTION_HUB
DKJR,DHEKIAJILI ROAD,26.809214,92.452548,All India,IR,1,4,2009,2009-12-20,Established 2009 under IR Railway network expansion.,4489,2,NORMAL,JUNCTION_HUB
DKR,Dekpura Halt,25.261153,85.529423,All India,IR,1,4,1995,1995-10-02,Established 1995 under IR Railway network expansion.,17175,2,MODERATE,JUNCTION_HUB
DLCB,Durg Link Cabin,21.197156,81.300896,All India,IR,1,4,1987,1987-02-26,Established 1987 under IR Railway network expansion.,4247,2,NORMAL,JUNCTION_HUB
DLGS,Duklangia,26.692531,94.273103,All India,IR,1,4,2008,2008-11-19,Established 2008 under IR Railway network expansion.,4478,1,NORMAL,JUNCTION_HUB
DMF,Dumerta,22.185683,84.914683,Orissa,SER,1,4,1930,1930-12-20,Established 1930 under SER Railway network expansion.,16945,4,MODERATE,JUNCTION_HUB
DMJ,Dharmaj,22.615000,72.750000,Gujarat,WR,1,4,1914,1914-04-24,Established 1914 under WR Railway network expansion.,3609,2,NORMAL,JUNCTION_HUB
DMK,Dilmili,18.987443,81.737851,Chhattisgarh,ECoR,1,4,1990,1990-05-25,Established 1990 under ECOR Railway network expansion.,17060,3,MODERATE,JUNCTION_HUB
DMU,Dhamua,22.290179,88.392178,West Bengal,ER,1,4,1870,1870-03-07,Established 1870 under ER Railway network expansion.,17290,4,MODERATE,JUNCTION_HUB
DMWP,Dmw Patiala Halt,30.361156,76.421543,All India,IR,1,4,1962,1962-01-05,Established 1962 under IR Railway network expansion.,4632,1,NORMAL,JUNCTION_HUB
DNU,Dalsanur,13.274642,78.171853,All India,IR,1,4,2001,2001-04-08,Established 2001 under IR Railway network expansion.,3741,2,NORMAL,JUNCTION_HUB
DNWF,Dangarwa,23.401545,72.441313,All India,IR,1,4,1953,1953-04-24,Established 1953 under IR Railway network expansion.,4533,2,NORMAL,JUNCTION_HUB
DNZ,Dhanori,20.490000,75.540000,Maharashtra,CR,1,4,1876,1876-09-13,Established 1876 under CR Railway network expansion.,3796,1,NORMAL,JUNCTION_HUB
DODH,Dodh,30.841607,74.521937,Punjab,NR,1,4,1872,1872-12-08,Established 1872 under NR Railway network expansion.,4357,2,NORMAL,JUNCTION_HUB
DPDP,Dhapdhapi,22.315994,88.459855,West Bengal,ER,1,4,1881,1881-09-17,Established 1881 under ER Railway network expansion.,4456,1,NORMAL,JUNCTION_HUB
DPNR,Deepnagar Halt,25.140667,85.483274,All India,IR,1,4,1958,1958-09-01,Established 1958 under IR Railway network expansion.,4588,1,NORMAL,JUNCTION_HUB
DPT,Dalpat Singhpur,29.929458,73.524416,All India,IR,1,4,2002,2002-05-09,Established 2002 under IR Railway network expansion.,3752,1,NORMAL,JUNCTION_HUB
DPUR,Dadpur,19.972516,83.250076,All India,IR,1,4,1965,1965-04-08,Established 1965 under IR Railway network expansion.,19245,2,MODERATE,JUNCTION_HUB
DQV,DAULA KOT BHAI,30.206149,74.703438,All India,IR,1,4,2005,2005-08-12,Established 2005 under IR Railway network expansion.,17405,3,MODERATE,JUNCTION_HUB
DRPH,Devri P.H.,22.856630,79.836698,Madhya Pradesh,SECR,1,4,1977,1977-03-23,Established 1977 under SECR Railway network expansion.,4522,1,NORMAL,JUNCTION_HUB
DRQ,DHARMINIYA,26.865525,84.793439,All India,IR,1,4,2001,2001-04-08,Established 2001 under IR Railway network expansion.,3741,2,NORMAL,JUNCTION_HUB
DRZ,Dalli Rajhara,20.586729,81.067973,Chhattisgarh,SECR,1,4,1980,1980-01-17,Established 1980 under SECR Railway network expansion.,17520,2,MODERATE,JUNCTION_HUB
DSHI,Doddasiddavanha,14.209931,76.488480,All India,IR,1,4,2006,2006-09-17,Established 2006 under IR Railway network expansion.,4456,1,NORMAL,JUNCTION_HUB
DSN,Darsana,23.523411,88.795843,All India,IR,1,4,1999,1999-02-06,Established 1999 under IR Railway network expansion.,3719,2,NORMAL,JUNCTION_HUB
DSX,DESANG,27.056055,94.686324,All India,IR,1,4,2009,2009-12-16,Established 2009 under IR Railway network expansion.,3829,2,NORMAL,JUNCTION_HUB
DTT,Doddanatta Halt,13.374454,78.133896,All India,IR,1,4,2006,2006-09-13,Established 2006 under IR Railway network expansion.,3796,1,NORMAL,JUNCTION_HUB
DUE,Dhuri Jn,26.800862,84.139380,All India,IR,1,4,1992,1992-07-27,Established 1992 under IR Railway network expansion.,3642,1,NORMAL,JUNCTION_HUB
DUMK,Dumka,24.289527,87.254975,Jharkhand,ER,1,4,1890,1890-06-26,Established 1890 under ER Railway network expansion.,19015,4,MODERATE,JUNCTION_HUB
DUP,DHULIPALLA HALT,16.424476,80.087824,All India,IR,1,4,2003,2003-06-10,Established 2003 under IR Railway network expansion.,3763,2,NORMAL,JUNCTION_HUB
DV,DHUVA,22.722379,70.933579,All India,IR,1,4,1984,1984-11-15,Established 1984 under IR Railway network expansion.,2894,1,NORMAL,JUNCTION_HUB
DVA,Delvada,20.773429,71.041529,Gujarat,WR,1,4,1914,1914-04-24,Established 1914 under WR Railway network expansion.,3609,2,NORMAL,JUNCTION_HUB
DWL,DHUWALA,25.487150,74.581974,All India,IR,1,4,2001,2001-04-08,Established 2001 under IR Railway network expansion.,3741,2,NORMAL,JUNCTION_HUB
DWM,Darwha Moti Bagh Junction,19.140000,75.675000,Maharashtra,CR,1,4,1872,1872-05-09,Established 1872 under CR Railway network expansion.,3752,1,NORMAL,JUNCTION_HUB
DWZ,Dantewara,18.907733,81.354536,Chhattisgarh,ECoR,1,4,1955,1955-06-22,Established 1955 under ECOR Railway network expansion.,17635,4,MODERATE,JUNCTION_HUB
DXU,Duhru,26.083606,80.176723,All India,IR,1,4,1951,1951-02-18,Established 1951 under IR Railway network expansion.,3851,2,NORMAL,JUNCTION_HUB
DYW,Diyawan Halt,25.381729,85.283924,All India,IR,1,4,1954,1954-05-21,Established 1954 under IR Railway network expansion.,3884,1,NORMAL,JUNCTION_HUB
DZL,Dhana Ladanpur,28.750217,76.166758,All India,IR,1,4,2004,2004-07-11,Established 2004 under IR Railway network expansion.,3774,1,NORMAL,JUNCTION_HUB
EC31,Kharuara Halt,25.431628,85.543617,All India,IR,1,4,2006,2006-09-13,Established 2006 under IR Railway network expansion.,3796,1,NORMAL,JUNCTION_HUB
FGH,Fatehgarh Haryana,28.647921,76.243784,All India,IR,1,4,1983,1983-10-18,Established 1983 under IR Railway network expansion.,3543,2,NORMAL,JUNCTION_HUB
FLU,Phulia,23.229897,88.496340,West Bengal,ER,1,4,1871,1871-04-08,Established 1871 under ER Railway network expansion.,3741,2,NORMAL,JUNCTION_HUB
FRDH,Faridaha Halt,25.557959,83.126022,Uttar Pradesh,NER,1,4,1947,1947-05-13,Established 1947 under NER Railway network expansion.,4412,1,NORMAL,JUNCTION_HUB
FRG,Faringapete Halt,12.875341,74.957082,All India,IR,1,4,1993,1993-08-28,Established 1993 under IR Railway network expansion.,3653,2,NORMAL,JUNCTION_HUB
FSW,Fateh Singhwala,29.919979,74.029894,Rajasthan,NWR,1,4,1980,1980-01-17,Established 1980 under NWR Railway network expansion.,17520,2,MODERATE,JUNCTION_HUB
FZP,Firozpur City,30.962007,74.600792,Punjab,NR,1,4,1880,1880-01-17,Established 1880 under NR Railway network expansion.,17520,2,MODERATE,JUNCTION_HUB
GADH,Goaldih,21.726323,85.546265,Orissa,?,1,4,1986,1986-01-25,Established 1986 under ? Railway network expansion.,4236,1,NORMAL,JUNCTION_HUB
GAGA,Galgalia,26.527520,88.113485,All India,IR,1,4,1982,1982-09-21,Established 1982 under IR Railway network expansion.,56696,6,HIGH,JUNCTION_HUB
GAHT,Ghusia Halt,25.191950,84.247904,All India,IR,1,4,2002,2002-05-13,Established 2002 under IR Railway network expansion.,4412,1,NORMAL,JUNCTION_HUB
GALG,GoldingGanj,20.765000,78.215000,Bihar,?,1,4,1993,1993-08-04,Established 1993 under ? Railway network expansion.,4313,2,NORMAL,JUNCTION_HUB
GARA,Garha,26.426289,85.520966,Bihar,ECR,1,4,1958,1958-08-04,Established 1958 under ECR Railway network expansion.,4313,2,NORMAL,JUNCTION_HUB
GBE,Gayabari,26.860040,88.260998,All India,IR,1,4,1976,1976-03-11,Established 1976 under IR Railway network expansion.,3466,1,NORMAL,JUNCTION_HUB
GCN,Gocharan,22.277738,88.458370,West Bengal,ER,1,4,1911,1911-01-21,Established 1911 under ER Railway network expansion.,3576,1,NORMAL,JUNCTION_HUB
GDH,Gidnahali,13.406514,77.825134,All India,IR,1,4,1981,1981-08-16,Established 1981 under IR Railway network expansion.,3521,2,NORMAL,JUNCTION_HUB
GDW,Gadhwala,27.970288,73.454923,All India,IR,1,4,1996,1996-11-03,Established 1996 under IR Railway network expansion.,3686,1,NORMAL,JUNCTION_HUB
GGG,Gangagarh Halt,27.850344,78.739109,All India,IR,1,4,1983,1983-10-18,Established 1983 under IR Railway network expansion.,3543,2,NORMAL,JUNCTION_HUB
GHB,Gahri Bhagi,30.116783,74.944234,All India,IR,1,4,1979,1979-06-14,Established 1979 under IR Railway network expansion.,3499,2,NORMAL,JUNCTION_HUB
GHLU,Ghallu,30.256607,74.107821,All India,IR,1,4,1954,1954-05-25,Established 1954 under IR Railway network expansion.,4544,1,NORMAL,JUNCTION_HUB
GHS,Guru Harsahai,30.715001,74.399987,Punjab,NR,1,4,1866,1866-11-03,Established 1866 under NR Railway network expansion.,3686,1,NORMAL,JUNCTION_HUB
GIZ,Gidam,18.934852,81.409001,Chhattisgarh,ECoR,1,4,2004,2004-07-11,Established 2004 under ECOR Railway network expansion.,3774,1,NORMAL,JUNCTION_HUB
GJS,Gajsinghpur,29.658053,73.436739,Rajasthan,NWR,1,4,1968,1968-01-05,Established 1968 under NWR Railway network expansion.,3708,1,NORMAL,JUNCTION_HUB
GJT,Gannaghatta,13.244119,78.146705,All India,IR,1,4,1999,1999-02-06,Established 1999 under IR Railway network expansion.,3719,2,NORMAL,JUNCTION_HUB
GKPI,Gate Karepalli,17.500295,80.255103,All India,IR,1,4,2009,2009-12-20,Established 2009 under IR Railway network expansion.,4489,2,NORMAL,JUNCTION_HUB
GKT,Gankhera Halt,21.389118,80.191891,All India,IR,1,4,2000,2000-03-07,Established 2000 under IR Railway network expansion.,17290,4,MODERATE,JUNCTION_HUB
GKV,Gottihalli Halt,13.260622,78.155685,All India,IR,1,4,2002,2002-05-09,Established 2002 under IR Railway network expansion.,3752,1,NORMAL,JUNCTION_HUB
GKX,Ghai Kalan,30.822828,75.108915,All India,IR,1,4,2004,2004-07-11,Established 2004 under IR Railway network expansion.,3774,1,NORMAL,JUNCTION_HUB
GLE,Gajulaguden,17.609727,80.657904,Andhra Pradesh,SCR,1,4,1931,1931-01-21,Established 1931 under SCR Railway network expansion.,3576,1,NORMAL,JUNCTION_HUB
GLKN,Gugalwa Kirtan,28.545807,75.576076,All India,IR,1,4,1950,1950-01-21,Established 1950 under IR Railway network expansion.,18900,2,MODERATE,JUNCTION_HUB
GMI,Gond Umri,21.003133,80.082136,All India,IR,1,4,1991,1991-06-26,Established 1991 under IR Railway network expansion.,54503,6,HIGH,JUNCTION_HUB
GNAN,Gonda Jn,27.153922,81.977618,All India,IR,1,4,2002,2002-05-13,Established 2002 under IR Railway network expansion.,4412,1,NORMAL,JUNCTION_HUB
GNDM,Gunrajpur Dhama,26.069449,84.821135,All India,IR,1,4,2004,2004-07-15,Established 2004 under IR Railway network expansion.,4434,1,NORMAL,JUNCTION_HUB
GNGL,Gangauli,25.668107,82.863093,Uttar Pradesh,NER,1,4,1951,1951-09-17,Established 1951 under NER Railway network expansion.,4456,1,NORMAL,JUNCTION_HUB
GNGT,Gangatolia,22.392169,79.986339,All India,IR,1,4,1954,1954-05-25,Established 1954 under IR Railway network expansion.,4544,1,NORMAL,JUNCTION_HUB
GNRD,Genoli Road,25.203127,75.152338,All India,IR,1,4,2009,2009-12-20,Established 2009 under IR Railway network expansion.,4489,2,NORMAL,JUNCTION_HUB
GPSA,Ghatparsia Halt,22.059739,79.052852,All India,IR,1,4,2009,2009-12-20,Established 2009 under IR Railway network expansion.,4489,2,NORMAL,JUNCTION_HUB
GRCP,G. Ramchandrapur,19.990686,83.330182,All India,IR,1,4,1950,1950-01-21,Established 1950 under IR Railway network expansion.,18900,2,MODERATE,JUNCTION_HUB
GRKA,Gurha Kemla,28.313586,76.255249,All India,IR,1,4,2003,2003-06-14,Established 2003 under IR Railway network expansion.,4423,2,NORMAL,JUNCTION_HUB
GSGB,Gosaingram,24.248003,88.211777,West Bengal,ER,1,4,1876,1876-04-12,Established 1876 under ER Railway network expansion.,4401,2,NORMAL,JUNCTION_HUB
GSR,Garhshankar,31.217990,76.142417,Punjab,NR,1,4,1876,1876-09-13,Established 1876 under NR Railway network expansion.,3796,1,NORMAL,JUNCTION_HUB
GSRM,Gauri Sriram,26.769980,84.186761,All India,IR,1,4,1963,1963-02-06,Established 1963 under IR Railway network expansion.,4643,2,NORMAL,JUNCTION_HUB
GTQ,Gumtali Halt,31.065852,75.636453,Punjab,NR,1,4,1876,1876-09-13,Established 1876 under NR Railway network expansion.,3796,1,NORMAL,JUNCTION_HUB
GTWD,Ghatwad,20.926540,70.749611,Gujarat,WR,1,4,1895,1895-11-03,Established 1895 under WR Railway network expansion.,19130,3,MODERATE,JUNCTION_HUB
GUP,GAURIPUR,26.078321,89.952056,Assam,NFR,1,4,1951,1951-09-13,Established 1951 under NFR Railway network expansion.,3796,1,NORMAL,JUNCTION_HUB
GURN,Gurudas Nagar,22.199323,88.214928,West Bengal,ER,1,4,1901,1901-05-09,Established 1901 under ER Railway network expansion.,4676,1,NORMAL,JUNCTION_HUB
GVA,Ganguwada,18.667637,84.107224,Andhra Pradesh,ECoR,1,4,1992,1992-07-27,Established 1992 under ECOR Railway network expansion.,3642,1,NORMAL,JUNCTION_HUB
GVP,Gate Vanampalli,17.448472,77.892616,All India,IR,1,4,2007,2007-10-14,Established 2007 under IR Railway network expansion.,3807,2,NORMAL,JUNCTION_HUB
GVR,GORESUAR,26.526056,91.720467,All India,IR,1,4,2009,2009-12-16,Established 2009 under IR Railway network expansion.,3829,2,NORMAL,JUNCTION_HUB
GZA,Gurujalas,16.548407,79.639066,All India,IR,1,4,1996,1996-11-03,Established 1996 under IR Railway network expansion.,3686,1,NORMAL,JUNCTION_HUB
GZKA,Gzka,27.607734,76.655091,All India,IR,1,4,1951,1951-02-22,Established 1951 under IR Railway network expansion.,4511,2,NORMAL,JUNCTION_HUB
H,Venkatagiri Kote Halt,13.675000,76.990000,Karnataka,SWR,1,4,1942,1942-01-17,Established 1942 under SWR Railway network expansion.,1992,1,NORMAL,JUNCTION_HUB
HALT,HALT,20.750000,79.175000,All India,IR,1,4,2007,2007-10-18,Established 2007 under IR Railway network expansion.,4467,2,NORMAL,JUNCTION_HUB
HBE,Habibpur,23.211967,88.538423,West Bengal,ER,1,4,1902,1902-04-12,Established 1902 under ER Railway network expansion.,3477,2,NORMAL,JUNCTION_HUB
HBF,Hadobhangi Halt,18.821937,83.941761,Orissa,ECoR,1,4,1978,1978-05-13,Established 1978 under ECOR Railway network expansion.,3488,1,NORMAL,JUNCTION_HUB
HBLN,HBL NAGAR,17.134017,78.273550,All India,IR,1,4,2002,2002-05-13,Established 2002 under IR Railway network expansion.,4412,1,NORMAL,JUNCTION_HUB
HEN,Heria Ph,21.974916,87.795566,All India,IR,1,4,1989,1989-04-24,Established 1989 under IR Railway network expansion.,3609,2,NORMAL,JUNCTION_HUB
HGA,Hogla,22.255044,88.452384,West Bengal,ER,1,4,1903,1903-05-13,Established 1903 under ER Railway network expansion.,3488,1,NORMAL,JUNCTION_HUB
HIS,Hisua,24.859601,85.417826,All India,IR,1,4,1998,1998-01-05,Established 1998 under IR Railway network expansion.,3708,1,NORMAL,JUNCTION_HUB
HIVR,Hiwarkheda,21.431848,78.112944,All India,IR,1,4,1963,1963-02-06,Established 1963 under IR Railway network expansion.,4643,2,NORMAL,JUNCTION_HUB
HJLI,HUGRAJULI,26.805203,92.358641,All India,IR,1,4,2005,2005-08-16,Established 2005 under IR Railway network expansion.,18785,3,MODERATE,JUNCTION_HUB
HKD,Hailakandi,24.680276,92.567890,Assam,?,1,4,1985,1985-12-20,Established 1985 under ? Railway network expansion.,16945,4,MODERATE,JUNCTION_HUB
HKNT,Hiwarkheda,21.406050,78.067716,MAHARASHTRA,CR,1,4,1894,1894-10-02,Established 1894 under CR Railway network expansion.,4599,2,NORMAL,JUNCTION_HUB
HLG,Hillgrove,10.915000,78.650000,Tamil Nadu,SR,1,4,1914,1914-04-24,Established 1914 under SR Railway network expansion.,3609,2,NORMAL,JUNCTION_HUB
HLW,Hirnawali,29.710121,74.272416,Rajasthan,NWR,1,4,1975,1975-08-12,Established 1975 under NWR Railway network expansion.,17405,3,MODERATE,JUNCTION_HUB
HLZ,Haldia,22.045284,88.065890,West Bengal,SER,1,4,1953,1953-11-15,Established 1953 under SER Railway network expansion.,55234,5,HIGH,JUNCTION_HUB
HMB,Harebetta,12.794145,75.593582,All India,IR,1,4,1985,1985-12-20,Established 1985 under IR Railway network expansion.,16945,4,MODERATE,JUNCTION_HUB
HNEO,Hathbandh,21.631919,81.845773,All India,IR,1,4,2008,2008-11-19,Established 2008 under IR Railway network expansion.,4478,1,NORMAL,JUNCTION_HUB
HNZM,Delhi Hazrat Nizamuddin,28.587010,77.253929,All India,IR,1,4,1967,1967-06-10,Established 1967 under IR Railway network expansion.,4687,2,NORMAL,JUNCTION_HUB
HPL,Haripal,22.831158,88.118540,West Bengal,ER,1,4,1868,1868-01-05,Established 1868 under ER Railway network expansion.,3708,1,NORMAL,JUNCTION_HUB
HPLB,Hatpuraini,25.155346,86.984590,All India,IR,1,4,2004,2004-07-15,Established 2004 under IR Railway network expansion.,4434,1,NORMAL,JUNCTION_HUB
HRSN,HARISINGA,26.724380,91.985001,All India,IR,1,4,1965,1965-04-08,Established 1965 under IR Railway network expansion.,19245,2,MODERATE,JUNCTION_HUB
HSDA,Hansdiha,24.614194,87.084980,All India,IR,1,4,1998,1998-01-09,Established 1998 under IR Railway network expansion.,4368,1,NORMAL,JUNCTION_HUB
HSJ,HUSSAIN SAGAR J,17.426453,78.461904,All India,IR,1,4,1999,1999-02-06,Established 1999 under IR Railway network expansion.,3719,2,NORMAL,JUNCTION_HUB
HSWS,Hansiawas,26.975000,76.370000,Rajasthan,NWR,1,4,1935,1935-02-18,Established 1935 under NWR Railway network expansion.,19475,3,MODERATE,JUNCTION_HUB
HT,Hotar,22.308541,88.399008,West Bengal,ER,1,4,1906,1906-01-17,Established 1906 under ER Railway network expansion.,2916,1,NORMAL,JUNCTION_HUB
HTA,Hatighisa,26.687630,88.242284,All India,IR,1,4,1991,1991-06-26,Established 1991 under IR Railway network expansion.,54503,6,HIGH,JUNCTION_HUB
HUN,Hunsenahalli,13.399832,77.946450,All India,IR,1,4,2005,2005-08-12,Established 2005 under IR Railway network expansion.,17405,3,MODERATE,JUNCTION_HUB
HZN,Hazrat Nagar Halt,28.633331,78.665909,Uttar Pradesh,NR,1,4,1880,1880-01-17,Established 1880 under NR Railway network expansion.,17520,2,MODERATE,JUNCTION_HUB
IBH1,IBH1,21.861847,83.625911,All India,IR,1,4,1970,1970-09-09,Established 1970 under IR Railway network expansion.,17980,4,MODERATE,JUNCTION_HUB
IBH3,IBH3,22.016210,82.892472,All India,IR,1,4,1972,1972-11-11,Established 1972 under IR Railway network expansion.,4082,1,NORMAL,JUNCTION_HUB
IBH4,IBH4,22.029944,82.431192,All India,IR,1,4,1973,1973-12-12,Established 1973 under IR Railway network expansion.,4093,2,NORMAL,JUNCTION_HUB
IBH5,IBH5,22.019762,82.620084,All India,IR,1,4,1974,1974-01-13,Established 1974 under IR Railway network expansion.,4104,1,NORMAL,JUNCTION_HUB
IBH6,IBH6,22.021243,82.737917,All India,IR,1,4,1975,1975-02-14,Established 1975 under IR Railway network expansion.,18095,3,MODERATE,JUNCTION_HUB
IBHA,Ibha,21.206629,81.384639,All India,IR,1,4,1986,1986-01-25,Established 1986 under IR Railway network expansion.,4236,1,NORMAL,JUNCTION_HUB
IBHC,Ibhc,21.386370,81.741998,All India,IR,1,4,1988,1988-03-27,Established 1988 under IR Railway network expansion.,4258,1,NORMAL,JUNCTION_HUB
IBHD,Ibhd,21.443752,81.763465,All India,IR,1,4,1989,1989-04-28,Established 1989 under IR Railway network expansion.,4269,2,NORMAL,JUNCTION_HUB
IBHE,Ibhe,21.600830,81.815212,All India,IR,1,4,1990,1990-05-01,Established 1990 under IR Railway network expansion.,18440,3,MODERATE,JUNCTION_HUB
IBHF,Ibhf,21.682533,81.896133,All India,IR,1,4,1991,1991-06-02,Established 1991 under IR Railway network expansion.,4291,2,NORMAL,JUNCTION_HUB
IBHG,Ibhg,21.775184,81.988429,All India,IR,1,4,1992,1992-07-03,Established 1992 under IR Railway network expansion.,4302,1,NORMAL,JUNCTION_HUB
IBHH,Ibhh,21.846442,82.057491,All India,IR,1,4,1993,1993-08-04,Established 1993 under IR Railway network expansion.,4313,2,NORMAL,JUNCTION_HUB
ICBN,Icbn,25.296735,83.156976,All India,IR,1,4,1994,1994-09-05,Established 1994 under IR Railway network expansion.,4324,1,NORMAL,JUNCTION_HUB
IDS,Ishardaspur,25.947849,81.253954,All India,IR,1,4,1994,1994-09-01,Established 1994 under IR Railway network expansion.,3664,1,NORMAL,JUNCTION_HUB
IDT,Sidlaghatta,13.392190,77.865365,All India,IR,1,4,1995,1995-10-02,Established 1995 under IR Railway network expansion.,17175,2,MODERATE,JUNCTION_HUB
IFFC,Iffco Cabin,23.212087,72.520108,All India,IR,1,4,1990,1990-05-01,Established 1990 under IR Railway network expansion.,18440,3,MODERATE,JUNCTION_HUB
IGRL,INGORALA,21.823418,71.686981,All India,IR,1,4,1952,1952-03-23,Established 1952 under IR Railway network expansion.,4522,1,NORMAL,JUNCTION_HUB
IMBG,Imlibigha Halt,25.300794,85.531371,All India,IR,1,4,1997,1997-12-08,Established 1997 under IR Railway network expansion.,4357,2,NORMAL,JUNCTION_HUB
ITRN,Itwari Jn (Ng),21.156859,79.118302,All India,IR,1,4,1967,1967-06-10,Established 1967 under IR Railway network expansion.,4687,2,NORMAL,JUNCTION_HUB
JAR,Junair Halt,25.273607,85.250696,All India,IR,1,4,1991,1991-06-26,Established 1991 under IR Railway network expansion.,54503,6,HIGH,JUNCTION_HUB
JBCN,Joda Block Cabin,22.024168,85.433830,All India,IR,1,4,1995,1995-10-06,Established 1995 under IR Railway network expansion.,18555,2,MODERATE,JUNCTION_HUB
JBD,Jalalabad,30.607750,74.268446,Punjab,NR,1,4,1903,1903-05-13,Established 1903 under NR Railway network expansion.,3488,1,NORMAL,JUNCTION_HUB
JBPN,Jabalpur Jn (Ng),23.164248,79.950772,All India,IR,1,4,2008,2008-11-19,Established 2008 under IR Railway network expansion.,4478,1,NORMAL,JUNCTION_HUB
JBW,Jhabelwali,30.510447,74.602033,Punjab,NR,1,4,1867,1867-12-04,Established 1867 under NR Railway network expansion.,3697,2,NORMAL,JUNCTION_HUB
